Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,overlap_count,pathway_size,rich_factor,gene_ratio,neg_log10_pval
GO_Biological_Process_2021,regulation of blood coagulation (GO:0030193),1/27,0.0080736268908127,0.0231186897832569,0,0,153.6,740.2218192098322,TFPI,1,27,0.037037037037037035,0.16666666666666666,1.6360367825363482
GO_Biological_Process_2021,negative regulation of wound healing (GO:0061045),1/29,0.0086695086687213,0.0231186897832569,0,0,142.61428571428573,677.1245223853919,TFPI,1,29,0.034482758620689655,0.16666666666666666,1.6360367825363482
GO_Biological_Process_2021,response to steroid hormone (GO:0048545),1/34,0.0101579087405383,0.0250040830536327,0,0,120.97575757575756,555.2185648964451,TFPI,1,34,0.029411764705882353,0.16666666666666666,1.601989067213064
GO_Biological_Process_2021,negative regulation of blood coagulation (GO:0030195),1/40,0.0119415311049953,0.0272949282399893,0,0,102.33333333333331,453.1046714729428,TFPI,1,40,0.025,0.16666666666666666,1.5639180431428756
GO_Biological_Process_2021,regulation of complement activation (GO:0030449),1/50,0.0149082847993736,0.0286096112986144,0,0,81.40816326530613,342.3895623444841,C1S,1,50,0.02,0.16666666666666666,1.5434880426496005
GO_Biological_Process_2021,cholesterol transport (GO:0030301),1/51,0.0152045515346865,0.0286096112986144,0,0,79.776,333.9551362891586,APOM,1,51,0.0196078431372549,0.16666666666666666,1.5434880426496005
GO_Biological_Process_2021,regulation of immune effector process (GO:0002697),1/53,0.0157968622983064,0.0286096112986144,0,0,76.7,318.1473007644563,C1S,1,53,0.018867924528301886,0.16666666666666666,1.5434880426496005
GO_Biological_Process_2021,regulation of humoral immune response (GO:0002920),1/54,0.0160929063554706,0.0286096112986144,0,0,75.24905660377358,310.73170127161313,C1S,1,54,0.018518518518518517,0.16666666666666666,1.5434880426496005
GO_Biological_Process_2021,diterpenoid metabolic process (GO:0016101),1/64,0.0190492685407353,0.0320829785949226,0,0,63.27301587301587,250.60711544601853,APOM,1,64,0.015625,0.16666666666666666,1.493725318464922
GO_Biological_Process_2021,cholesterol homeostasis (GO:0042632),1/71,0.0211143151809354,0.0326232776120291,0,0,56.925714285714285,219.60824963740103,APOM,1,71,0.014084507042253521,0.16666666666666666,1.4864724081850818
GO_Biological_Process_2021,sterol homeostasis (GO:0055092),1/72,0.0214090259328941,0.0326232776120291,0,0,56.12112676056338,215.7263940291824,APOM,1,72,0.013888888888888888,0.16666666666666666,1.4864724081850818
GO_Biological_Process_2021,cellular response to hormone stimulus (GO:0032870),1/76,0.0225871297456579,0.0328540069027752,0,0,53.117333333333335,201.3346131407168,TFPI,1,76,0.013157894736842105,0.16666666666666666,1.4834116559476154
GO_Biological_Process_2021,negative regulation of cellular component organization (GO:0051129),1/80,0.0237640515542398,0.0330630282493771,0,0,50.41772151898734,188.54116752551656,APOM,1,80,0.0125,0.16666666666666666,1.4806573718243128
GO_Biological_Process_2021,retinoid metabolic process (GO:0001523),1/92,0.0272877343434333,0.0363836457912444,0,0,43.74285714285714,157.5319374528161,APOM,1,92,0.010869565217391304,0.16666666666666666,1.4390937849952397
GO_Biological_Process_2021,cellular response to organic cyclic compound (GO:0071407),1/150,0.0441698345932514,0.0565373882793618,0,0,26.63758389261745,83.1016220368009,TFPI,1,150,0.006666666666666667,0.16666666666666666,1.2476642574322663
GO_Biological_Process_2021,regulation of macromolecule metabolic process (GO:0060255),1/200,0.0585267307609904,0.072032899398142,0,0,19.894472361809044,56.46591775214154,ZNF462,1,200,0.005,0.16666666666666666,1.1424691040727941
GO_Biological_Process_2021,negative regulation of multicellular organismal process (GO:0051241),1/214,0.0625143004036103,0.0730685910290465,0,0,18.573708920187794,51.49300658384643,APOM,1,214,0.004672897196261682,0.16666666666666666,1.1362692670110153
GO_Biological_Process_2021,cellular response to lipid (GO:0071396),1/219,0.0639350171504157,0.0730685910290465,0,0,18.143119266055045,49.89154719457756,TFPI,1,219,0.0045662100456621,0.16666666666666666,1.1362692670110153
GO_Biological_Process_2021,positive regulation of transcription by RNA polymerase II (GO:0045944),1/908,0.2433181112980892,0.2684889503978915,0,0,4.208820286659316,5.948685951529383,ZNF462,1,908,0.0011013215859030838,0.16666666666666666,0.5710735828879562
GO_Biological_Process_2021,regulation of gene expression (GO:0010468),1/1079,0.2830873472213558,0.3019598370361128,0,0,3.509461966604824,4.4289402351621945,ZNF462,1,1079,0.0009267840593141798,0.16666666666666666,0.5200508176837039
GO_Biological_Process_2021,"positive regulation of transcription, DNA-templated (GO:0045893)",1/1183,0.3064110647058042,0.3162952925995398,0,0,3.1830795262267344,3.765034729791116,ZNF462,1,1183,0.0008453085376162299,0.16666666666666666,0.4999072716102247
GO_Biological_Process_2021,regulation of transcription by RNA polymerase II (GO:0006357),1/2206,0.5040685056587311,0.5040685056587311,0,0,1.613514739229025,1.1053271327605332,ZNF462,1,2206,0.00045330915684496827,0.16666666666666666,0.29751043655493087
KEGG_2021_Human,Complement and coagulation cascades,2/85,0.00026480482854578146,0.0013240241427289,0,0,119.94578313253012,987.9355417477028,C1S;TFPI,2,85,0.023529411764705882,0.3333333333333333,2.8781040957434905
KEGG_2021_Human,Pertussis,1/76,0.0225871297456579,0.0469449952272843,0,0,53.117333333333335,201.3346131407168,C1S,1,76,0.013157894736842105,0.16666666666666666,1.328410700757392
KEGG_2021_Human,Staphylococcus aureus infection,1/95,0.0281669971363705,0.0469449952272843,0,0,42.340425531914896,151.13856507234965,C1S,1,95,0.010526315789473684,0.16666666666666666,1.328410700757392
KEGG_2021_Human,Systemic lupus erythematosus,1/135,0.0398273638642695,0.0497842048303369,0,0,29.64179104477612,95.54145257243076,C1S,1,135,0.007407407407407408,0.16666666666666666,1.3029084251743563
KEGG_2021_Human,Coronavirus disease,1/232,0.0676204864449371,0.0676204864449371,0,0,17.110822510822512,46.09389148248788,C1S,1,232,0.004310344827586207,0.16666666666666666,1.1699217093526804
