Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,overlap_count,pathway_size,rich_factor,gene_ratio,neg_log10_pval
GO_Biological_Process_2021,regulation of insulin receptor signaling pathway (GO:0046626),1/45,0.0044949868312611,0.0113511733958124,0,0,453.5,2451.073417209456,NUCKS1,1,45,0.022222222222222223,0.5,1.9449592421725057
GO_Biological_Process_2021,regulation of DNA metabolic process (GO:0051052),1/46,0.0045947609378592,0.0113511733958124,0,0,443.4,2386.7506135618,NUCKS1,1,46,0.021739130434782608,0.5,1.9449592421725057
GO_Biological_Process_2021,cellular response to ionizing radiation (GO:0071479),1/48,0.0047942941749347,0.0113511733958124,0,0,424.48936170212767,2266.9127558249947,NUCKS1,1,48,0.020833333333333332,0.5,1.9449592421725057
GO_Biological_Process_2021,regulation of DNA replication (GO:0006275),1/53,0.0052930399104012,0.0113511733958124,0,0,383.5769230769231,2010.4657180913764,NUCKS1,1,53,0.018867924528301886,0.5,1.9449592421725057
GO_Biological_Process_2021,interstrand cross-link repair (GO:0036297),1/55,0.0054925032560382,0.0113511733958124,0,0,369.3333333333333,1922.1477487555,NUCKS1,1,55,0.01818181818181818,0.5,1.9449592421725057
GO_Biological_Process_2021,recombinational repair (GO:0000725),1/79,0.0078845052528605,0.0152762289274172,0,0,255.3846153846154,1236.7908673510458,NUCKS1,1,79,0.012658227848101266,0.5,1.8159838419739567
GO_Biological_Process_2021,glucose homeostasis (GO:0042593),1/86,0.0085816305202462,0.0156488556545667,0,0,234.27058823529413,1114.690229377954,NUCKS1,1,86,0.011627906976744186,0.5,1.8055174153749085
GO_Biological_Process_2021,double-strand break repair via homologous recombination (GO:0000724),1/97,0.0096766184509363,0.016665287332168,0,0,207.3125,961.5242422336464,NUCKS1,1,97,0.010309278350515464,0.5,1.7781871941127052
GO_Biological_Process_2021,chromosome organization (GO:0051276),1/106,0.0105720679594473,0.0172491635127825,0,0,189.45714285714288,861.9428220557891,NUCKS1,1,106,0.009433962264150943,0.5,1.7632319609148324
GO_Biological_Process_2021,positive regulation of canonical Wnt signaling pathway (GO:0090263),1/130,0.0129579543693921,0.0200848292725578,0,0,154.02325581395348,669.3920689514136,DKK2,1,130,0.007692307692307693,0.5,1.6971318555579602
GO_Biological_Process_2021,chromatin organization (GO:0006325),1/142,0.0141498180534036,0.0208878266502625,0,0,140.82978723404256,599.6607703221996,NUCKS1,1,142,0.007042253521126761,0.5,1.6801067454146617
GO_Biological_Process_2021,positive regulation of Wnt signaling pathway (GO:0030177),1/153,0.015241727496661,0.0212249400627284,0,0,130.56578947368422,546.250493526871,DKK2,1,153,0.006535947712418301,0.5,1.6731535274898082
GO_Biological_Process_2021,double-strand break repair (GO:0006302),1/164,0.0163330321409062,0.0212249400627284,0,0,121.68711656441718,500.6896371723078,NUCKS1,1,164,0.006097560975609756,0.5,1.6731535274898082
GO_Biological_Process_2021,negative regulation of canonical Wnt signaling pathway (GO:0090090),1/165,0.0164322116614672,0.0212249400627284,0,0,120.9390243902439,496.8794021150708,DKK2,1,165,0.006060606060606061,0.5,1.6731535274898082
GO_Biological_Process_2021,negative regulation of Wnt signaling pathway (GO:0030178),1/191,0.0190091247079765,0.0234912415585693,0,0,104.25263157894736,413.1360989582474,DKK2,1,191,0.005235602094240838,0.5,1.629094029293641
GO_Biological_Process_2021,regulation of signal transduction (GO:0009966),1/198,0.0197023316297678,0.0234912415585693,0,0,100.51269035532997,394.7151737443117,NUCKS1,1,198,0.005050505050505051,0.5,1.629094029293641
GO_Biological_Process_2021,regulation of canonical Wnt signaling pathway (GO:0060828),1/253,0.0251404340582208,0.0288649428075868,0,0,78.35714285714286,288.6111255664031,DKK2,1,253,0.003952569169960474,0.5,1.53962929866679
GO_Biological_Process_2021,DNA repair (GO:0006281),1/298,0.0295785422035823,0.0327476717253947,0,0,66.33333333333333,233.54017170412644,NUCKS1,1,298,0.003355704697986577,0.5,1.4848195717869432
GO_Biological_Process_2021,regulation of cellular macromolecule biosynthetic process (GO:2000112),1/468,0.0462533604820078,0.0494432474118014,0,0,41.82226980728051,128.54581338003442,NUCKS1,1,468,0.002136752136752137,0.5,1.3058930127026191
GO_Biological_Process_2021,regulation of transcription by RNA polymerase II (GO:0006357),1/2206,0.2084384560814793,0.2118157786835915,0,0,8.06938775510204,12.653699381561092,NUCKS1,1,2206,0.00045330915684496827,0.5,0.6740416913485728
GO_Biological_Process_2021,"regulation of transcription, DNA-templated (GO:0006355)",1/2244,0.2118157786835915,0.2118157786835915,0,0,7.915737851092287,12.28552871784073,NUCKS1,1,2244,0.000445632798573975,0.5,0.6740416913485728
KEGG_2021_Human,Wnt signaling pathway,1/166,0.0165313861843238,0.0469368732766077,0,0,120.2,493.1198403381178,DKK2,1,166,0.006024096385542169,0.5,1.328485844518933
KEGG_2021_Human,Alzheimer disease,1/369,0.0365603025386261,0.0469368732766077,0,0,53.34239130434783,176.49889133390045,DKK2,1,369,0.0027100271002710027,0.5,1.328485844518933
KEGG_2021_Human,Pathways of neurodegeneration,1/475,0.0469368732766077,0.0469368732766077,0,0,41.18987341772152,125.99783338983288,DKK2,1,475,0.002105263157894737,0.5,1.328485844518933
